Region,Start_ms,End_ms,Duration_ms,Num_Events,RS,Method
GPi,123295.21152,123300.0448,4.833280000006198,3,6.004643651597922,RS_region_onsets
GPi,129855.85664,130133.89312,278.0364799999952,9,5.229635174668131,RS_region_onsets
GPi,132989.37856,133386.8544,397.47583999999915,11,4.9825569976354505,RS_region_onsets
GPi,143712.4608,143976.6528,264.19200000001,8,3.970776966417655,RS_region_onsets
GPi,144426.3936,144535.83872,109.4451199999894,6,4.879890182413291,RS_region_onsets
GPi,145494.71232,145508.59776,13.88544000001275,3,4.424991702882972,RS_region_onsets
GPi,155404.53376,155426.2016,21.667840000009164,4,6.071350639130046,RS_region_onsets
GPi,155850.83392,156373.15584,522.3219199999876,14,5.818227206037482,RS_region_onsets
GPi,163107.6352,163202.048,94.41280000002007,6,5.802989209617458,RS_region_onsets
GPi,171150.336,171194.24512,43.90911999999662,6,8.702391879945381,RS_region_onsets
GPi,172919.31648,172919.43936,0.12287999998079613,3,8.391047416475038,RS_region_onsets
GPi,173493.4528,173517.90592,24.45311999999103,4,5.925398912439537,RS_region_onsets
GPi,174764.032,175147.86816,383.8361600000062,11,5.555697680817695,RS_region_onsets
GPi,175979.56096,176055.95136,76.39040000000386,5,4.5162043944533465,RS_region_onsets
GPi,180151.9104,180157.6448,5.734400000015739,4,8.678474255845686,RS_region_onsets
GPi,196330.25024,196364.00128,33.75104000000283,5,7.268183893810697,RS_region_onsets
GPi,200610.48832,200746.55744,136.0691200000001,7,5.826736055423995,RS_region_onsets
GPi,209715.4048,209726.42304,11.01824000000488,4,7.5399988884481175,RS_region_onsets
GPi,218955.81696,219079.63904,123.82208000001265,6,4.282255827505573,RS_region_onsets
GPi,220033.96608,220278.25152,244.28543999997783,9,5.089130545119694,RS_region_onsets
GPi,224968.17152,225068.11392,99.9423999999999,6,5.173494998326284,RS_region_onsets
GPi,238920.25344,239006.26944,86.01600000000326,6,6.018977038755068,RS_region_onsets
GPi,245030.83008,245075.43552,44.60543999998481,4,4.356274012486729,RS_region_onsets
GPi,251217.26464,251217.38752,0.12287999998079613,3,8.52786288430075,RS_region_onsets
GPi,251817.24672,251817.28768,0.04096000001300126,4,12.944328010871086,RS_region_onsets
GPi,253590.07744,253603.0208,12.943360000004759,3,4.503888349788161,RS_region_onsets
GPi,258850.11968,259018.38336,168.26368000000366,9,7.374289620861735,RS_region_onsets
GPi,260129.83296,260196.18816,66.35519999999087,6,7.03711763366195,RS_region_onsets
GPi,260597.67808,260615.70048,18.0223999999871,3,3.963743154600831,RS_region_onsets
GPi,261403.56608,261416.01792,12.451840000023367,3,4.615839878872604,RS_region_onsets
GPi,267387.41248,267664.13824,276.7257600000012,8,4.141583327791343,RS_region_onsets
GPi,268670.89408,268773.1712,102.27711999998428,11,14.604785352724308,RS_region_onsets
GPi,270947.328,271202.9184,255.5904000000446,8,5.681954148983091,RS_region_onsets
GPi,273416.76544,273506.304,89.53856000001542,6,5.983070227244504,RS_region_onsets
GPi,280066.17088,280369.47968,303.3087999999989,10,5.486495954192983,RS_region_onsets
GPi,288561.31584,288752.68096,191.3651200000313,8,5.544819792716962,RS_region_onsets
GPi,307593.74848,307600.50688,6.758399999991525,3,5.440586913737912,RS_region_onsets
GPi,307968.28672,308246.89664,278.60992000001715,12,8.831193553126237,RS_region_onsets
GPi,309979.38176,310619.25888,639.877119999961,17,6.174965185970792,RS_region_onsets
GPi,312925.67552,313194.74176,269.06624000001466,9,5.057867691085566,RS_region_onsets
GPi,318073.11872,318118.66624,45.5475199999637,5,6.238201650339622,RS_region_onsets
GPi,325710.35648,325854.65856,144.30207999999402,6,4.102651866533173,RS_region_onsets
GPi,331576.68864,332355.33824,778.6496000000043,17,6.166679624924705,RS_region_onsets
GPi,343193.64096,343337.53344,143.89248000003863,11,11.824334595813031,RS_region_onsets
GPi,347636.3264,348367.4624,731.1359999999986,20,8.42482368786671,RS_region_onsets
GPi,350925.49632,350934.95808,9.461760000034701,3,4.95313701703507,RS_region_onsets
GPi,355649.78176,355751.07584,101.2940800000215,10,12.672830459108269,RS_region_onsets
GPi,356316.81536,356722.76992,405.95455999998376,14,8.53832546813144,RS_region_onsets
GPi,367929.9584,367939.584,9.62559999997029,3,4.947219840006982,RS_region_onsets
GPi,376756.6336,376962.99008,206.35648000001675,12,11.117893033115573,RS_region_onsets
GPi,378686.70976,378744.38144,57.67168000002857,5,5.565563470068337,RS_region_onsets
GPi,380894.8224,381001.07264,106.25024000002304,5,4.198532126258701,RS_region_onsets
GPi,391619.95264,391683.31776,63.36512000003131,9,13.730191959679246,RS_region_onsets
GPi,393339.2896,393778.54464,439.25503999996,17,9.974007682439963,RS_region_onsets
GPi,401064.05888,401172.19328,108.13439999998081,6,5.3201670794800435,RS_region_onsets
GPi,404999.00416,405340.65152,341.64736000000266,16,13.243883712300487,RS_region_onsets
GPi,405702.32832,406058.96704,356.6387200000463,12,7.057352382767398,RS_region_onsets
GPi,407692.00128,407817.91232,125.91103999997722,8,7.652648465910107,RS_region_onsets
GPi,408612.12672,409143.7056,531.5788799999864,14,5.572963425720958,RS_region_onsets
VOSTN,37301.00224,37915.2384,614.2361600000004,12,9.114151992318135,RS_region_onsets
VOSTN,54841.18016,59321.50784,4480.327679999995,38,9.043157818538699,RS_region_onsets
VOSTN,99829.80096,99840.6144,10.813440000012633,4,9.909137708147298,RS_region_onsets
VOSTN,104015.6672,104280.59648,264.92927999999665,7,6.167449916353626,RS_region_onsets
VOSTN,114944.04096,116622.78656,1678.7455999999947,27,15.277327082463692,RS_region_onsets
VOSTN,122734.7968,122745.36448,10.567680000007385,3,6.4149076193564945,RS_region_onsets
VOSTN,155609.57952,155872.70656,263.1270399999921,6,4.565904307078855,RS_region_onsets
VOSTN,169780.18304,169862.67648,82.4934399999911,5,6.868652356006638,RS_region_onsets
VOSTN,173450.0352,173463.47008,13.434879999986151,3,5.939289152226429,RS_region_onsets
VOSTN,214207.61088,215428.42368,1220.8128000000142,15,6.197621499389868,RS_region_onsets
VOSTN,219974.41024,220263.8336,289.42336000001524,15,20.277061953121123,RS_region_onsets
VOSTN,221570.49856,221819.04384,248.54527999999118,6,4.688632055857861,RS_region_onsets
VOSTN,249637.2736,250034.9952,397.72160000001895,7,4.365934344474272,RS_region_onsets
VOSTN,256947.85536,257038.21312,90.35776000001351,4,4.426475517689148,RS_region_onsets
VOSTN,260517.56032,260550.41024,32.84992000000784,4,6.953632996943885,RS_region_onsets
VOSTN,271056.11776,271324.61056,268.49280000000726,6,4.33967593421131,RS_region_onsets
VOSTN,288651.96032,288681.32864,29.36832000000868,3,4.558271848207383,RS_region_onsets
VOSTN,290965.01248,291330.78528,365.7728000000352,7,4.4101686292457245,RS_region_onsets
VOSTN,305990.53312,306014.6176,24.08448000001954,4,7.727890249536806,RS_region_onsets
VOSTN,307595.22304,308137.08288,541.8598399999901,15,13.980835881867366,RS_region_onsets
VOSTN,311279.53408,311801.07776,521.5436800000025,16,15.547129065668045,RS_region_onsets
VOSTN,332266.41408,332549.77536,283.3612800000119,14,19.26183204848928,RS_region_onsets
VOSTN,336685.34272,336966.20544,280.8627199999755,7,5.800304885133944,RS_region_onsets
VOSTN,343099.92448,344742.42048,1642.4959999999846,22,9.740446180102001,RS_region_onsets
VOSTN,351765.21728,352129.47456,364.2572800000198,9,8.033814060493784,RS_region_onsets
VOSTN,359575.22432,359609.79456,34.570240000030026,4,6.927991503006126,RS_region_onsets
VOSTN,390575.7184,392112.3328,1536.6143999999622,16,5.179346034144589,RS_region_onsets
VOSTN,404504.12544,405947.43296,1443.3075200000312,23,11.990173237292595,RS_region_onsets
VIM,30751.3344,30763.4176,12.083200000000943,3,5.12453820892155,RS_region_onsets
VIM,51251.28192,51307.19232,55.910400000000664,5,7.072916917586166,RS_region_onsets
VIM,55104.1024,55395.36896,291.2665599999964,11,11.800287505360274,RS_region_onsets
VIM,56295.91552,57294.52032,998.604800000001,12,5.091824386583132,RS_region_onsets
VIM,114457.23136,117336.064,2878.8326399999933,22,6.33380107235853,RS_region_onsets
VIM,123014.5536,123050.76224,36.208639999997104,3,3.938691811231795,RS_region_onsets
VIM,154644.19328,154717.06112,72.8678399999917,5,6.776958209197929,RS_region_onsets
VIM,173192.06912,173330.35008,138.2809600000037,5,5.274684863802889,RS_region_onsets
VIM,220039.82336,220145.4592,105.63584000000264,7,9.68600325329146,RS_region_onsets
VIM,254708.49024,254798.52032,90.03007999999681,4,4.262629952208837,RS_region_onsets
VIM,271240.72448,271457.85344,217.12896000000183,9,10.390624906330668,RS_region_onsets
VIM,279781.45792,279784.20224,2.7443199999979697,3,6.161724272523887,RS_region_onsets
VIM,304659.12832,305496.064,836.935679999995,8,5.016693135895888,RS_region_onsets
VIM,307909.18144,308280.77056,371.58911999996053,11,9.938231560361316,RS_region_onsets
VIM,311570.35008,311849.86112,279.51104000001214,8,7.6469622087791125,RS_region_onsets
VIM,332180.39808,332882.61632,702.2182399999583,18,15.674746814948268,RS_region_onsets
VIM,343367.68,343388.32384,20.64384000003338,3,4.3174467690123866,RS_region_onsets
VIM,353047.92064,353220.85376,172.9331200000015,5,4.652605907781293,RS_region_onsets
VIM,391291.94496,393381.84704,2089.902080000029,21,7.820147247480577,RS_region_onsets
VIM,404896.768,406675.00544,1778.2374399999972,22,10.502841670326488,RS_region_onsets
VIM,410046.38208,410179.33824,132.95616000000155,5,4.963369579879682,RS_region_onsets
CMCL,40835.072,40873.69728,38.6252800000002,3,4.458212889529241,RS_region_onsets
CMCL,56170.25024,56915.43552,745.1852799999979,7,4.908700100441054,RS_region_onsets
CMCL,61821.25568,61942.62016,121.36447999999655,4,4.664491321639193,RS_region_onsets
CMCL,100593.50016,100785.72544,192.22527999999875,5,5.265734427395159,RS_region_onsets
CMCL,114101.0432,117184.75776,3083.714559999993,17,5.485887795434753,RS_region_onsets
CMCL,234466.95936,234488.66816,21.70879999999306,3,5.3429854154828575,RS_region_onsets
CMCL,262328.64768,262634.61888,305.97120000002906,5,4.052296163250407,RS_region_onsets
CMCL,307500.8512,311624.99072,4124.139520000026,28,12.426279916061775,RS_region_onsets
CMCL,330266.91072,332752.19968,2485.2889600000344,25,17.190153744398867,RS_region_onsets
CMCL,343085.71136,343672.09472,586.383359999978,9,6.684925749613032,RS_region_onsets
CMCL,355721.50272,359736.07424,4014.5715199999977,25,11.266552767237561,RS_region_onsets
CMCL,391902.04416,394105.97888,2203.9347200000193,22,12.476817128746852,RS_region_onsets
CMCL,400204.30848,400231.6288,27.3203199999989,3,4.960856987553928,RS_region_onsets
CMCL,405542.2976,405566.464,24.166399999987334,4,8.366010988062184,RS_region_onsets
CMCL,409973.47328,412028.02688,2054.553600000043,23,13.357910330177106,RS_region_onsets
